feature_code,token_type,source_table,cutoff_rule,transformation,missing_value_policy,value_column,time_column,observed_rows
HGB__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__HGB__max_72h,t__HGB__max_72h,5078
HGB__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__HGB__mean_24h,t__HGB__mean_24h,3301
HGB__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__HGB__mean_72h,t__HGB__mean_72h,5078
HGB__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__HGB__min_24h,t__HGB__min_24h,3301
HGB__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__HGB__min_72h,t__HGB__min_72h,5078
HGB__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__HGB__prev1,t__HGB__prev1,6173
HGB__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__HGB__prev2,t__HGB__prev2,4318
HGB__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__HGB__prev3,t__HGB__prev3,3296
HGB__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__HGB__prior_count,t__HGB__prior_count,6173
HGB__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__HGB__slope_per_day,t__HGB__slope_per_day,4318
HGB__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__HGB__std_24h,t__HGB__std_24h,2
HGB__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__HGB__std_72h,t__HGB__std_72h,2411
HbA1c_pct__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__HbA1c_pct__delta,t__HbA1c_pct__delta,0
HbA1c_pct__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__HbA1c_pct__first_admission,t__HbA1c_pct__first_admission,0
HbA1c_pct__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__HbA1c_pct__max_24h,t__HbA1c_pct__max_24h,0
HbA1c_pct__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__HbA1c_pct__max_72h,t__HbA1c_pct__max_72h,0
HbA1c_pct__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__HbA1c_pct__mean_24h,t__HbA1c_pct__mean_24h,0
HbA1c_pct__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__HbA1c_pct__mean_72h,t__HbA1c_pct__mean_72h,0
HbA1c_pct__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__HbA1c_pct__min_24h,t__HbA1c_pct__min_24h,0
HbA1c_pct__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__HbA1c_pct__min_72h,t__HbA1c_pct__min_72h,0
HbA1c_pct__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__HbA1c_pct__prev1,t__HbA1c_pct__prev1,0
HbA1c_pct__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__HbA1c_pct__prev2,t__HbA1c_pct__prev2,0
HbA1c_pct__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__HbA1c_pct__prev3,t__HbA1c_pct__prev3,0
HbA1c_pct__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__HbA1c_pct__prior_count,t__HbA1c_pct__prior_count,0
HbA1c_pct__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__HbA1c_pct__slope_per_day,t__HbA1c_pct__slope_per_day,0
HbA1c_pct__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__HbA1c_pct__std_24h,t__HbA1c_pct__std_24h,0
HbA1c_pct__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__HbA1c_pct__std_72h,t__HbA1c_pct__std_72h,0
Iron__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Iron__delta,t__Iron__delta,25
Iron__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Iron__first_admission,t__Iron__first_admission,209
Iron__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Iron__max_24h,t__Iron__max_24h,96
Iron__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Iron__max_72h,t__Iron__max_72h,131
Iron__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Iron__mean_24h,t__Iron__mean_24h,96
Iron__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Iron__mean_72h,t__Iron__mean_72h,131
Iron__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Iron__min_24h,t__Iron__min_24h,96
Iron__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Iron__min_72h,t__Iron__min_72h,131
Iron__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Iron__prev1,t__Iron__prev1,209
Iron__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Iron__prev2,t__Iron__prev2,25
Iron__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Iron__prev3,t__Iron__prev3,13
Iron__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Iron__prior_count,t__Iron__prior_count,209
Iron__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Iron__slope_per_day,t__Iron__slope_per_day,25
Iron__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Iron__std_24h,t__Iron__std_24h,0
Iron__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Iron__std_72h,t__Iron__std_72h,8
LDH__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__LDH__delta,t__LDH__delta,14237
LDH__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__LDH__first_admission,t__LDH__first_admission,24569
LDH__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__LDH__max_24h,t__LDH__max_24h,17277
LDH__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__LDH__max_72h,t__LDH__max_72h,22600
LDH__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__LDH__mean_24h,t__LDH__mean_24h,17277
LDH__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__LDH__mean_72h,t__LDH__mean_72h,22600
LDH__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__LDH__min_24h,t__LDH__min_24h,17277
LDH__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__LDH__min_72h,t__LDH__min_72h,22600
LDH__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__LDH__prev1,t__LDH__prev1,24569
LDH__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__LDH__prev2,t__LDH__prev2,14237
LDH__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__LDH__prev3,t__LDH__prev3,9821
LDH__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__LDH__prior_count,t__LDH__prior_count,24569
LDH__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__LDH__slope_per_day,t__LDH__slope_per_day,14237
LDH__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__LDH__std_24h,t__LDH__std_24h,72
LDH__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__LDH__std_72h,t__LDH__std_72h,9550
LDL__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__LDL__delta,t__LDL__delta,21
LDL__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__LDL__first_admission,t__LDL__first_admission,260
LDL__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__LDL__max_24h,t__LDL__max_24h,167
LDL__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__LDL__max_72h,t__LDL__max_72h,204
LDL__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__LDL__mean_24h,t__LDL__mean_24h,167
LDL__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__LDL__mean_72h,t__LDL__mean_72h,204
LDL__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__LDL__min_24h,t__LDL__min_24h,167
LDL__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__LDL__min_72h,t__LDL__min_72h,204
LDL__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__LDL__prev1,t__LDL__prev1,260
LDL__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__LDL__prev2,t__LDL__prev2,21
LDL__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__LDL__prev3,t__LDL__prev3,7
LDL__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__LDL__prior_count,t__LDL__prior_count,260
LDL__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__LDL__slope_per_day,t__LDL__slope_per_day,21
LDL__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__LDL__std_24h,t__LDL__std_24h,1
LDL__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__LDL__std_72h,t__LDL__std_72h,5
Lactate__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Lactate__delta,t__Lactate__delta,1424
Lactate__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Lactate__first_admission,t__Lactate__first_admission,2404
Lactate__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Lactate__max_24h,t__Lactate__max_24h,1156
Lactate__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Lactate__max_72h,t__Lactate__max_72h,1905
